STR, orig: CANADA, Hashed: 3, result: 3, Mask1: 255, Mask2: 511, nbucket: 256
LONG, orig: 834666498, Hashed: 3980, result: 3980, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 574619656, Hashed: 103194, result: 37658, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 478150661, Hashed: 124129, result: 58593, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 704643075, Hashed: 86355, result: 20819, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 524288008, Hashed: 31474, result: 31474, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 683671560, Hashed: 51022, result: 51022, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 218103818, Hashed: 26722, result: 26722, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 113246218, Hashed: 112188, result: 46652, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 503316490, Hashed: 61690, result: 61690, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 289406980, Hashed: 2702, result: 2702, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 654311425, Hashed: 80185, result: 14649, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 620756997, Hashed: 76077, result: 10541, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 71303172, Hashed: 41510, result: 41510, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 507510794, Hashed: 29432, result: 29432, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 419430404, Hashed: 51404, result: 51404, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 54525955, Hashed: 39449, result: 39449, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 822083591, Hashed: 100751, result: 35215, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 33554435, Hashed: 4115, result: 4115, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 331350023, Hashed: 73369, result: 7833, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 629145607, Hashed: 11563, result: 11563, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 20971526, Hashed: 35340, result: 35340, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 436207625, Hashed: 53465, result: 53465, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 641728516, Hashed: 111414, result: 45878, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 696254469, Hashed: 19785, result: 19785, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 482344965, Hashed: 91875, result: 26339, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 201326601, Hashed: 24681, result: 24681, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 482344965, Hashed: 91875, result: 26339, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 285212677, Hashed: 34957, result: 34957, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 113246216, Hashed: 112190, result: 46654, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 100663305, Hashed: 12345, result: 12345, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 486539270, Hashed: 59630, result: 59630, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 67108867, Hashed: 8227, result: 8227, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 411041802, Hashed: 115918, result: 50382, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 335544321, Hashed: 41121, result: 41121, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 79691786, Hashed: 108076, result: 42540, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 222298120, Hashed: 60002, result: 60002, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 322961416, Hashed: 6802, result: 6802, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 473956359, Hashed: 25317, result: 25317, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 180355074, Hashed: 120404, result: 54868, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 562036741, Hashed: 3337, result: 3337, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 826277897, Hashed: 68483, result: 2947, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 675282950, Hashed: 115524, result: 49988, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 88080394, Hashed: 43552, result: 43552, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 587202566, Hashed: 71966, result: 6430, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 297795586, Hashed: 69260, result: 3724, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 222298120, Hashed: 60002, result: 60002, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 595591173, Hashed: 7449, result: 7449, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 536870913, Hashed: 65793, result: 257, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 58720261, Hashed: 72729, result: 7193, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 117440513, Hashed: 14393, result: 14393, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 88080390, Hashed: 43564, result: 43564, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 562036746, Hashed: 3334, result: 3334, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 834666506, Hashed: 3972, result: 3972, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 520093705, Hashed: 63729, result: 63729, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 83886087, Hashed: 10287, result: 10287, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 385875971, Hashed: 47291, result: 47291, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 440401928, Hashed: 21210, result: 21210, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 264241154, Hashed: 130684, result: 65148, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 67108870, Hashed: 8230, result: 8230, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 41943047, Hashed: 70675, result: 5139, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 423624706, Hashed: 19144, result: 19144, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 33554437, Hashed: 4117, result: 4117, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 423624706, Hashed: 19144, result: 19144, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 306184194, Hashed: 4752, result: 4752, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 637534211, Hashed: 78131, result: 12595, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 473956356, Hashed: 25318, result: 25318, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 134217736, Hashed: 16456, result: 16456, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 704643081, Hashed: 86361, result: 20825, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 205520898, Hashed: 57952, result: 57952, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 201326597, Hashed: 24677, result: 24677, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 171966472, Hashed: 53850, result: 53850, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 251658241, Hashed: 30841, result: 30841, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 591396874, Hashed: 105232, result: 39696, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 440401926, Hashed: 21204, result: 21204, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 352321541, Hashed: 43181, result: 43181, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 838860803, Hashed: 102803, result: 37267, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 654311432, Hashed: 80176, result: 14640, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 549453826, Hashed: 34564, result: 34564, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 587202561, Hashed: 71961, result: 6425, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 771751941, Hashed: 94581, result: 29045, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 385875974, Hashed: 47294, result: 47294, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 213909513, Hashed: 124527, result: 58991, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 16777225, Hashed: 2049, result: 2049, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 662700041, Hashed: 15669, result: 15669, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 327155719, Hashed: 105627, result: 40091, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 75497480, Hashed: 74796, result: 9260, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 448790530, Hashed: 87764, result: 22228, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 226492422, Hashed: 93290, result: 27754, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 767557636, Hashed: 61290, result: 61290, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 29360138, Hashed: 101892, result: 36356, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 553648136, Hashed: 67840, result: 2304, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 796917761, Hashed: 32125, result: 32125, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 394264582, Hashed: 113850, result: 48314, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 29360132, Hashed: 101898, result: 36362, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 750780425, Hashed: 59247, result: 59247, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 201326593, Hashed: 24673, result: 24673, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 587202566, Hashed: 71966, result: 6430, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 671088642, Hashed: 82242, result: 16706, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 356515846, Hashed: 10924, result: 10924, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 566231041, Hashed: 36623, result: 36623, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 784334856, Hashed: 63358, result: 63358, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 331350025, Hashed: 73367, result: 7831, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 297795594, Hashed: 69252, result: 3716, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 838860802, Hashed: 102802, result: 37266, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 79691785, Hashed: 108079, result: 42543, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 201326601, Hashed: 24681, result: 24681, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 805306371, Hashed: 98691, result: 33155, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 125829125, Hashed: 80953, result: 15417, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 490733572, Hashed: 27374, result: 27374, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 192937987, Hashed: 89183, result: 23647, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 8388613, Hashed: 66561, result: 1025, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 255852546, Hashed: 64120, result: 64120, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 25165827, Hashed: 68623, result: 3087, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 801112069, Hashed: 65403, result: 65403, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 570425346, Hashed: 69906, result: 4370, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 591396872, Hashed: 105234, result: 39698, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 381681669, Hashed: 79539, result: 14003, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 494927874, Hashed: 126190, result: 60654, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 671088642, Hashed: 82242, result: 16706, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 310378501, Hashed: 103569, result: 38033, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 364904456, Hashed: 77478, result: 11942, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 562036741, Hashed: 3337, result: 3337, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 658505730, Hashed: 113464, result: 47928, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 507510790, Hashed: 29428, result: 29428, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 452984833, Hashed: 55513, result: 55513, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 780140551, Hashed: 30067, result: 30067, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 440401928, Hashed: 21210, result: 21210, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 58720257, Hashed: 72733, result: 7197, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 46137352, Hashed: 103966, result: 38430, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 331350026, Hashed: 73364, result: 7828, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 725614594, Hashed: 121688, result: 56152, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 650117127, Hashed: 46897, result: 46897, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 591396872, Hashed: 105234, result: 39698, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 96468996, Hashed: 110122, result: 44586, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 792723466, Hashed: 129904, result: 64368, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 100663305, Hashed: 12345, result: 12345, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 4194306, Hashed: 33280, result: 33280, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 310378499, Hashed: 103575, result: 38039, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 734003206, Hashed: 57176, result: 57176, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 272629764, Hashed: 646, result: 646, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 88080386, Hashed: 43560, result: 43560, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 390070279, Hashed: 15037, result: 15037, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 452984833, Hashed: 55513, result: 55513, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 272629764, Hashed: 646, result: 646, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 700448772, Hashed: 53066, result: 53066, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 499122185, Hashed: 93927, result: 28391, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 377487361, Hashed: 111797, result: 46261, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 62914566, Hashed: 106008, result: 40472, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 469762051, Hashed: 57571, result: 57571, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 444596233, Hashed: 120029, result: 54493, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 444596233, Hashed: 120029, result: 54493, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 377487361, Hashed: 111797, result: 46261, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 511705095, Hashed: 128243, result: 62707, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 176160769, Hashed: 87125, result: 21589, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 566231041, Hashed: 36623, result: 36623, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 499122182, Hashed: 93928, result: 28392, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 29360132, Hashed: 101898, result: 36362, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 520093703, Hashed: 63743, result: 63743, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 612368391, Hashed: 9507, result: 9507, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 142606346, Hashed: 83022, result: 17486, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 385875972, Hashed: 47292, result: 47292, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 616562696, Hashed: 42798, result: 42798, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 209715203, Hashed: 91239, result: 25703, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 146800646, Hashed: 116288, result: 50752, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 494927874, Hashed: 126190, result: 60654, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 20971528, Hashed: 35330, result: 35330, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 792723466, Hashed: 129904, result: 64368, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 130023426, Hashed: 114236, result: 48700, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 29360130, Hashed: 101900, result: 36364, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 100663303, Hashed: 12343, result: 12343, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 528482309, Hashed: 130297, result: 64761, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 713031685, Hashed: 21841, result: 21841, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 834666506, Hashed: 3972, result: 3972, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 201326599, Hashed: 24679, result: 24679, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 373293066, Hashed: 12984, result: 12984, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 130023431, Hashed: 114233, result: 48697, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 574619656, Hashed: 103194, result: 37658, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 209715201, Hashed: 91237, result: 25701, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 620757001, Hashed: 76065, result: 10529, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 624951302, Hashed: 109356, result: 43820, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 742391813, Hashed: 123751, result: 58215, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 494927881, Hashed: 126181, result: 60645, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 335544329, Hashed: 41129, result: 41129, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 440401928, Hashed: 21210, result: 21210, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 301989890, Hashed: 37010, result: 37010, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 473956362, Hashed: 25320, result: 25320, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 469762057, Hashed: 57577, result: 57577, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 96468994, Hashed: 110124, result: 44588, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 742391816, Hashed: 123754, result: 58218, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 775946246, Hashed: 127860, result: 62324, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 490733569, Hashed: 27371, result: 27371, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 771751941, Hashed: 94581, result: 29045, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 826277896, Hashed: 68482, result: 2946, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 620757001, Hashed: 76065, result: 10529, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 306184195, Hashed: 4753, result: 4753, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 16777217, Hashed: 2057, result: 2057, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 557842441, Hashed: 101123, result: 35587, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 314572803, Hashed: 71317, result: 5781, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 247463946, Hashed: 128636, result: 63100, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 595591171, Hashed: 7455, result: 7455, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 507510790, Hashed: 29428, result: 29428, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 251658248, Hashed: 30832, result: 30832, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 134217736, Hashed: 16456, result: 16456, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 721420298, Hashed: 88402, result: 22866, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 675282946, Hashed: 115520, result: 49984, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 293601281, Hashed: 101517, result: 35981, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 281018370, Hashed: 67204, result: 1668, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 20971522, Hashed: 35336, result: 35336, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 641728516, Hashed: 111414, result: 45878, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 838860803, Hashed: 102803, result: 37267, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 729808898, Hashed: 23902, result: 23902, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 528482313, Hashed: 130293, result: 64757, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 591396874, Hashed: 105232, result: 39696, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 826277897, Hashed: 68483, result: 2947, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 583008261, Hashed: 38675, result: 38675, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 562036746, Hashed: 3334, result: 3334, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 725614595, Hashed: 121689, result: 56153, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 553648136, Hashed: 67840, result: 2304, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 150994951, Hashed: 18511, result: 18511, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 759169026, Hashed: 125800, result: 60264, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 369098761, Hashed: 45241, result: 45241, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 671088648, Hashed: 82248, result: 16712, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 713031681, Hashed: 21845, result: 21845, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 427819011, Hashed: 117967, result: 52431, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 75497474, Hashed: 74790, result: 9254, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 264241160, Hashed: 130678, result: 65142, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 734003205, Hashed: 57179, result: 57179, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 394264583, Hashed: 113851, result: 48315, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 570425346, Hashed: 69906, result: 4370, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 339738626, Hashed: 8864, result: 8864, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 192937989, Hashed: 89177, result: 23641, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 427819013, Hashed: 117961, result: 52425, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 494927881, Hashed: 126181, result: 60645, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 385875971, Hashed: 47291, result: 47291, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 88080390, Hashed: 43564, result: 43564, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 293601285, Hashed: 101513, result: 35977, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 754974729, Hashed: 92513, result: 26977, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 37748740, Hashed: 37398, result: 37398, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 16777221, Hashed: 2061, result: 2061, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 343932931, Hashed: 107687, result: 42151, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 562036741, Hashed: 3337, result: 3337, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 457179138, Hashed: 23256, result: 23256, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 427819011, Hashed: 117967, result: 52431, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 58720264, Hashed: 72724, result: 7188, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 239075337, Hashed: 62075, result: 62075, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 452984835, Hashed: 55515, result: 55515, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 406847496, Hashed: 17098, result: 17098, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 348127236, Hashed: 75426, result: 9890, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 369098761, Hashed: 45241, result: 45241, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 813694983, Hashed: 34179, result: 34179, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 92274693, Hashed: 76841, result: 11305, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 364904456, Hashed: 77478, result: 11942, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 121634820, Hashed: 47678, result: 47678, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 171966474, Hashed: 53848, result: 53848, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 616562696, Hashed: 42798, result: 42798, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 184549381, Hashed: 22621, result: 22621, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 37748742, Hashed: 37396, result: 37396, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 218103818, Hashed: 26722, result: 26722, Mask1: 65535, Mask2: 131071, nbucket: 65536
